file_id,corpus,pseudo_speaker
clip_00790,TESS,TESS_001
clip_00791,CREMA-D,CREMA-D_011
clip_00792,CREMA-D,CREMA-D_037
clip_00793,RAVDESS,RAVDESS_004
clip_00794,CREMA-D,CREMA-D_016
clip_00795,TESS,TESS_001
clip_00796,CREMA-D,CREMA-D_065
clip_00797,CREMA-D,CREMA-D_033
clip_00798,CREMA-D,CREMA-D_016
clip_00799,CREMA-D,CREMA-D_016
clip_00800,CREMA-D,CREMA-D_017
clip_00801,TESS,TESS_001
clip_00803,CREMA-D,CREMA-D_030
clip_00804,CREMA-D,CREMA-D_058
clip_00805,CREMA-D,CREMA-D_007
clip_00806,TESS,TESS_000
clip_00807,RAVDESS,RAVDESS_018
clip_00808,RAVDESS,RAVDESS_000
clip_00809,TESS,TESS_000
clip_00810,CREMA-D,CREMA-D_012
clip_00811,CREMA-D,CREMA-D_029
clip_00812,CREMA-D,CREMA-D_044
clip_00813,CREMA-D,CREMA-D_018
clip_00814,CREMA-D,CREMA-D_038
clip_00815,RAVDESS,RAVDESS_000
clip_00816,TESS,TESS_001
clip_00817,CREMA-D,CREMA-D_017
clip_00818,CREMA-D,CREMA-D_023
clip_00819,CREMA-D,CREMA-D_058
clip_00820,CREMA-D,CREMA-D_050
clip_00822,CREMA-D,CREMA-D_006
clip_00823,CREMA-D,CREMA-D_040
clip_00824,CREMA-D,CREMA-D_046
clip_00825,RAVDESS,RAVDESS_015
clip_00826,CREMA-D,CREMA-D_061
clip_00827,CREMA-D,CREMA-D_071
clip_00828,CREMA-D,CREMA-D_044
clip_00829,CREMA-D,CREMA-D_028
clip_00830,RAVDESS,RAVDESS_006
clip_00832,TESS,TESS_000
clip_00833,CREMA-D,CREMA-D_027
clip_00835,CREMA-D,CREMA-D_060
clip_00836,CREMA-D,CREMA-D_065
clip_00837,CREMA-D,CREMA-D_017
clip_00838,CREMA-D,CREMA-D_033
clip_00839,CREMA-D,CREMA-D_068
clip_00841,TESS,TESS_000
clip_00842,RAVDESS,RAVDESS_003
clip_00843,TESS,TESS_000
clip_00845,CREMA-D,CREMA-D_017
clip_00846,RAVDESS,RAVDESS_004
clip_00847,CREMA-D,CREMA-D_040
clip_00849,CREMA-D,CREMA-D_053
clip_00850,CREMA-D,CREMA-D_001
clip_00851,RAVDESS,RAVDESS_011
clip_00852,CREMA-D,CREMA-D_062
clip_00853,CREMA-D,CREMA-D_066
clip_00854,CREMA-D,CREMA-D_040
clip_00855,CREMA-D,CREMA-D_009
clip_00858,CREMA-D,CREMA-D_016
clip_00859,TESS,TESS_001
clip_00860,RAVDESS,RAVDESS_012
clip_00861,TESS,TESS_000
clip_00862,CREMA-D,CREMA-D_016
clip_00863,CREMA-D,CREMA-D_032
clip_00864,CREMA-D,CREMA-D_020
clip_00866,UNKNOWN,UNKNOWN_pool
clip_00867,CREMA-D,CREMA-D_016
clip_00868,RAVDESS,RAVDESS_015
clip_00869,TESS,TESS_000
clip_00870,CREMA-D,CREMA-D_068
clip_00871,CREMA-D,CREMA-D_022
clip_00872,CREMA-D,CREMA-D_015
clip_00873,CREMA-D,CREMA-D_037
clip_00874,TESS,TESS_001
clip_00875,CREMA-D,CREMA-D_032
clip_00876,RAVDESS,RAVDESS_006
clip_00877,CREMA-D,CREMA-D_067
clip_00878,CREMA-D,CREMA-D_048
clip_00879,CREMA-D,CREMA-D_070
clip_00880,CREMA-D,CREMA-D_064
clip_00881,CREMA-D,CREMA-D_062
clip_00882,TESS,TESS_000
clip_00883,CREMA-D,CREMA-D_024
clip_00884,TESS,TESS_001
clip_00885,CREMA-D,CREMA-D_066
clip_00886,CREMA-D,CREMA-D_043
clip_00887,TESS,TESS_000
clip_00888,CREMA-D,CREMA-D_053
clip_00889,TESS,TESS_000
clip_00890,TESS,TESS_000
clip_00891,CREMA-D,CREMA-D_030
clip_00892,TESS,TESS_001
clip_00893,TESS,TESS_001
clip_00895,CREMA-D,CREMA-D_004
clip_00896,TESS,TESS_000
clip_00897,CREMA-D,CREMA-D_059
clip_00898,CREMA-D,CREMA-D_014
clip_00899,TESS,TESS_001
clip_00900,CREMA-D,CREMA-D_019
clip_00901,TESS,TESS_001
clip_00903,TESS,TESS_001
clip_00904,CREMA-D,CREMA-D_039
clip_00905,TESS,TESS_000
clip_00906,CREMA-D,CREMA-D_000
clip_00907,CREMA-D,CREMA-D_052
clip_00908,CREMA-D,CREMA-D_025
clip_00909,RAVDESS,RAVDESS_019
clip_00910,CREMA-D,CREMA-D_058
clip_00911,CREMA-D,CREMA-D_002
clip_00912,RAVDESS,RAVDESS_002
clip_00913,CREMA-D,CREMA-D_003
clip_00914,CREMA-D,CREMA-D_016
clip_00915,CREMA-D,CREMA-D_067
clip_00916,CREMA-D,CREMA-D_055
clip_00917,UNKNOWN,UNKNOWN_pool
clip_00918,CREMA-D,CREMA-D_069
clip_00919,CREMA-D,CREMA-D_009
clip_00920,RAVDESS,RAVDESS_002
clip_00921,CREMA-D,CREMA-D_056
clip_00922,CREMA-D,CREMA-D_005
clip_00923,CREMA-D,CREMA-D_045
clip_00924,TESS,TESS_000
clip_00925,RAVDESS,RAVDESS_018
clip_00926,RAVDESS,RAVDESS_017
clip_00927,CREMA-D,CREMA-D_038
clip_00928,CREMA-D,CREMA-D_049
clip_00929,CREMA-D,CREMA-D_012
clip_00930,CREMA-D,CREMA-D_069
clip_00931,TESS,TESS_000
clip_00932,CREMA-D,CREMA-D_007
clip_00933,TESS,TESS_001
clip_00934,CREMA-D,CREMA-D_042
clip_00936,CREMA-D,CREMA-D_011
clip_00937,CREMA-D,CREMA-D_011
clip_00939,CREMA-D,CREMA-D_048
clip_00940,TESS,TESS_001
clip_00941,TESS,TESS_000
clip_00944,RAVDESS,RAVDESS_010
clip_00945,RAVDESS,RAVDESS_000
clip_00946,TESS,TESS_000
clip_00947,CREMA-D,CREMA-D_054
clip_00948,CREMA-D,CREMA-D_018
clip_00949,CREMA-D,CREMA-D_061
clip_00950,CREMA-D,CREMA-D_052
clip_00951,CREMA-D,CREMA-D_014
clip_00952,TESS,TESS_001
clip_00953,CREMA-D,CREMA-D_036
clip_00954,CREMA-D,CREMA-D_060
clip_00957,TESS,TESS_001
clip_00958,CREMA-D,CREMA-D_033
clip_00959,TESS,TESS_000
clip_00960,CREMA-D,CREMA-D_015
clip_00961,CREMA-D,CREMA-D_003
clip_00962,CREMA-D,CREMA-D_028
clip_00964,CREMA-D,CREMA-D_037
clip_00965,RAVDESS,RAVDESS_001
clip_00966,RAVDESS,RAVDESS_002
clip_00967,CREMA-D,CREMA-D_034
clip_00968,RAVDESS,RAVDESS_018
clip_00969,CREMA-D,CREMA-D_002
clip_00970,CREMA-D,CREMA-D_064
clip_00971,TESS,TESS_000
clip_00972,CREMA-D,CREMA-D_054
clip_00973,CREMA-D,CREMA-D_023
clip_00974,TESS,TESS_001
clip_00975,CREMA-D,CREMA-D_059
clip_00976,CREMA-D,CREMA-D_015
clip_00977,CREMA-D,CREMA-D_040
clip_00978,CREMA-D,CREMA-D_012
clip_00979,CREMA-D,CREMA-D_034
clip_00980,CREMA-D,CREMA-D_041
clip_00981,CREMA-D,CREMA-D_020
clip_00982,CREMA-D,CREMA-D_057
clip_00983,TESS,TESS_001
clip_00984,CREMA-D,CREMA-D_038
clip_00985,TESS,TESS_000
clip_00986,CREMA-D,CREMA-D_069
clip_00987,TESS,TESS_001
clip_00988,CREMA-D,CREMA-D_022
clip_00989,CREMA-D,CREMA-D_024
clip_00991,TESS,TESS_000
clip_00992,TESS,TESS_000
clip_00993,CREMA-D,CREMA-D_050
clip_00995,RAVDESS,RAVDESS_000
clip_00996,CREMA-D,CREMA-D_017
clip_00998,CREMA-D,CREMA-D_063
clip_00999,CREMA-D,CREMA-D_067
clip_01000,CREMA-D,CREMA-D_045
clip_01001,CREMA-D,CREMA-D_003
clip_01002,CREMA-D,CREMA-D_020
clip_01003,CREMA-D,CREMA-D_061
clip_01004,TESS,TESS_000
clip_01005,CREMA-D,CREMA-D_059
clip_01006,TESS,TESS_000
clip_01007,CREMA-D,CREMA-D_013
clip_01008,TESS,TESS_000
clip_01010,TESS,TESS_001
clip_01011,TESS,TESS_000
clip_01012,CREMA-D,CREMA-D_064
clip_01013,CREMA-D,CREMA-D_051
clip_01015,CREMA-D,CREMA-D_053
clip_01016,CREMA-D,CREMA-D_044
clip_01017,TESS,TESS_000
clip_01018,CREMA-D,CREMA-D_012
clip_01020,CREMA-D,CREMA-D_044
clip_01021,CREMA-D,CREMA-D_023
clip_01022,CREMA-D,CREMA-D_055
clip_01023,CREMA-D,CREMA-D_004
clip_01024,TESS,TESS_000
clip_01026,CREMA-D,CREMA-D_013
clip_01027,CREMA-D,CREMA-D_058
clip_01029,TESS,TESS_000
clip_01030,CREMA-D,CREMA-D_013
clip_01031,CREMA-D,CREMA-D_010
clip_01032,TESS,TESS_000
clip_01033,CREMA-D,CREMA-D_044
clip_01034,CREMA-D,CREMA-D_022
clip_01035,CREMA-D,CREMA-D_009
clip_01036,CREMA-D,CREMA-D_008
clip_01037,RAVDESS,RAVDESS_013
clip_01038,CREMA-D,CREMA-D_069
clip_01039,CREMA-D,CREMA-D_032
clip_01040,CREMA-D,CREMA-D_042
clip_01041,RAVDESS,RAVDESS_000
clip_01042,CREMA-D,CREMA-D_067
clip_01043,CREMA-D,CREMA-D_056
clip_01044,RAVDESS,RAVDESS_017
clip_01045,CREMA-D,CREMA-D_051
clip_01046,CREMA-D,CREMA-D_046
clip_01047,CREMA-D,CREMA-D_027
clip_01048,CREMA-D,CREMA-D_067
clip_01050,CREMA-D,CREMA-D_064
clip_01051,TESS,TESS_000
clip_01052,CREMA-D,CREMA-D_018
clip_01053,CREMA-D,CREMA-D_064
clip_01054,CREMA-D,CREMA-D_001
clip_01055,TESS,TESS_000
clip_01056,CREMA-D,CREMA-D_020
clip_01057,CREMA-D,CREMA-D_009
clip_01058,CREMA-D,CREMA-D_046
clip_01059,CREMA-D,CREMA-D_016
clip_01060,TESS,TESS_000
clip_01062,TESS,TESS_001
clip_01063,RAVDESS,RAVDESS_007
clip_01064,CREMA-D,CREMA-D_061
clip_01066,CREMA-D,CREMA-D_004
clip_01067,TESS,TESS_000
clip_01068,CREMA-D,CREMA-D_056
clip_01069,CREMA-D,CREMA-D_016
clip_01070,CREMA-D,CREMA-D_035
clip_01071,CREMA-D,CREMA-D_065
clip_01073,CREMA-D,CREMA-D_055
clip_01078,CREMA-D,CREMA-D_021
clip_01080,CREMA-D,CREMA-D_006
clip_01081,CREMA-D,CREMA-D_066
clip_01082,CREMA-D,CREMA-D_066
clip_01083,CREMA-D,CREMA-D_009
clip_01085,TESS,TESS_001
clip_01087,TESS,TESS_001
clip_01089,TESS,TESS_000
clip_01090,CREMA-D,CREMA-D_045
clip_01091,CREMA-D,CREMA-D_022
clip_01092,CREMA-D,CREMA-D_007
clip_01093,TESS,TESS_001
clip_01094,CREMA-D,CREMA-D_041
clip_01096,CREMA-D,CREMA-D_032
clip_01097,TESS,TESS_001
clip_01098,CREMA-D,CREMA-D_019
clip_01100,CREMA-D,CREMA-D_037
clip_01101,TESS,TESS_000
clip_01103,CREMA-D,CREMA-D_016
clip_01104,CREMA-D,CREMA-D_065
clip_01105,CREMA-D,CREMA-D_027
clip_01106,CREMA-D,CREMA-D_020
clip_01107,RAVDESS,RAVDESS_014
clip_01109,CREMA-D,CREMA-D_028
clip_01110,CREMA-D,CREMA-D_005
clip_01111,CREMA-D,CREMA-D_049
clip_01112,CREMA-D,CREMA-D_012
clip_01113,TESS,TESS_001
clip_01114,RAVDESS,RAVDESS_015
clip_01115,CREMA-D,CREMA-D_029
clip_01116,RAVDESS,RAVDESS_018
clip_01117,TESS,TESS_001
clip_01118,CREMA-D,CREMA-D_060
clip_01119,RAVDESS,RAVDESS_016
clip_01120,CREMA-D,CREMA-D_000
clip_01121,UNKNOWN,UNKNOWN_pool
clip_01122,CREMA-D,CREMA-D_051
clip_01124,CREMA-D,CREMA-D_057
clip_01125,CREMA-D,CREMA-D_001
clip_01126,CREMA-D,CREMA-D_034
clip_01127,CREMA-D,CREMA-D_061
clip_01128,TESS,TESS_000
clip_01129,CREMA-D,CREMA-D_026
clip_01131,RAVDESS,RAVDESS_013
clip_01132,TESS,TESS_000
clip_01133,RAVDESS,RAVDESS_003
clip_01134,TESS,TESS_000
clip_01135,UNKNOWN,UNKNOWN_pool
clip_01136,CREMA-D,CREMA-D_011
clip_01137,CREMA-D,CREMA-D_037
clip_01138,RAVDESS,RAVDESS_004
clip_01139,CREMA-D,CREMA-D_011
clip_01140,CREMA-D,CREMA-D_056
clip_01141,CREMA-D,CREMA-D_062
clip_01142,CREMA-D,CREMA-D_039
clip_01144,TESS,TESS_000
clip_01145,CREMA-D,CREMA-D_006
clip_01146,CREMA-D,CREMA-D_019
clip_01147,TESS,TESS_001
clip_01148,CREMA-D,CREMA-D_022
clip_01149,TESS,TESS_001
clip_01150,CREMA-D,CREMA-D_007
clip_01151,TESS,TESS_000
clip_01152,TESS,TESS_001
clip_01153,CREMA-D,CREMA-D_028
clip_01155,CREMA-D,CREMA-D_060
clip_01156,RAVDESS,RAVDESS_003
clip_01157,CREMA-D,CREMA-D_006
clip_01158,CREMA-D,CREMA-D_071
clip_01159,TESS,TESS_000
clip_01160,CREMA-D,CREMA-D_055
clip_01161,CREMA-D,CREMA-D_019
clip_01162,CREMA-D,CREMA-D_055
clip_01163,CREMA-D,CREMA-D_071
clip_01165,CREMA-D,CREMA-D_062
clip_01166,CREMA-D,CREMA-D_005
clip_01167,CREMA-D,CREMA-D_043
clip_01168,CREMA-D,CREMA-D_008
clip_01169,TESS,TESS_001
clip_01170,RAVDESS,RAVDESS_011
clip_01172,CREMA-D,CREMA-D_002
clip_01173,CREMA-D,CREMA-D_028
clip_01174,RAVDESS,RAVDESS_000
clip_01175,TESS,TESS_001
clip_01176,TESS,TESS_000
clip_01177,CREMA-D,CREMA-D_034
clip_01178,CREMA-D,CREMA-D_039
clip_01180,CREMA-D,CREMA-D_066
clip_01181,TESS,TESS_000
clip_01182,CREMA-D,CREMA-D_024
clip_01183,CREMA-D,CREMA-D_017
clip_01184,CREMA-D,CREMA-D_066
clip_01185,CREMA-D,CREMA-D_002
clip_01186,RAVDESS,RAVDESS_018
clip_01189,CREMA-D,CREMA-D_032
clip_01190,CREMA-D,CREMA-D_039
clip_01191,TESS,TESS_001
clip_01192,CREMA-D,CREMA-D_062
clip_01193,CREMA-D,CREMA-D_049
clip_01194,UNKNOWN,UNKNOWN_pool
clip_01195,CREMA-D,CREMA-D_064
clip_01196,CREMA-D,CREMA-D_011
clip_01197,TESS,TESS_001
clip_01199,TESS,TESS_001
clip_01200,CREMA-D,CREMA-D_027
clip_01201,RAVDESS,RAVDESS_019
clip_01202,TESS,TESS_000
clip_01204,TESS,TESS_000
clip_01205,CREMA-D,CREMA-D_004
clip_01206,CREMA-D,CREMA-D_057
clip_01207,CREMA-D,CREMA-D_060
clip_01208,TESS,TESS_001
clip_01209,CREMA-D,CREMA-D_055
clip_01210,UNKNOWN,UNKNOWN_pool
clip_01211,TESS,TESS_000
clip_01212,CREMA-D,CREMA-D_027
clip_01213,CREMA-D,CREMA-D_069
clip_01214,TESS,TESS_001
clip_01215,CREMA-D,CREMA-D_068
clip_01216,CREMA-D,CREMA-D_030
clip_01217,TESS,TESS_001
clip_01218,CREMA-D,CREMA-D_012
clip_01219,CREMA-D,CREMA-D_033
clip_01220,TESS,TESS_000
clip_01221,TESS,TESS_000
clip_01222,RAVDESS,RAVDESS_000
clip_01223,CREMA-D,CREMA-D_021
clip_01224,CREMA-D,CREMA-D_068
clip_01225,CREMA-D,CREMA-D_001
clip_01226,CREMA-D,CREMA-D_071
clip_01227,CREMA-D,CREMA-D_026
clip_01228,CREMA-D,CREMA-D_014
clip_01229,TESS,TESS_000
clip_01230,CREMA-D,CREMA-D_054
clip_01231,CREMA-D,CREMA-D_031
clip_01232,CREMA-D,CREMA-D_054
clip_01233,TESS,TESS_001
clip_01234,TESS,TESS_001
clip_01235,TESS,TESS_001
clip_01236,RAVDESS,RAVDESS_000
clip_01237,CREMA-D,CREMA-D_009
clip_01238,TESS,TESS_001
clip_01239,CREMA-D,CREMA-D_034
clip_01240,CREMA-D,CREMA-D_062
clip_01242,TESS,TESS_000
clip_01243,RAVDESS,RAVDESS_003
clip_01244,CREMA-D,CREMA-D_045
clip_01245,RAVDESS,RAVDESS_018
clip_01246,CREMA-D,CREMA-D_063
clip_01247,TESS,TESS_001
clip_01248,RAVDESS,RAVDESS_000
clip_01249,CREMA-D,CREMA-D_033
clip_01250,RAVDESS,RAVDESS_009
clip_01251,CREMA-D,CREMA-D_051
clip_01252,CREMA-D,CREMA-D_016
clip_01253,CREMA-D,CREMA-D_051
clip_01255,CREMA-D,CREMA-D_037
clip_01256,CREMA-D,CREMA-D_056
clip_01257,CREMA-D,CREMA-D_035
clip_01259,TESS,TESS_000
clip_01261,CREMA-D,CREMA-D_006
clip_01262,CREMA-D,CREMA-D_037
clip_01263,CREMA-D,CREMA-D_049
clip_01264,RAVDESS,RAVDESS_005
clip_01265,CREMA-D,CREMA-D_024
clip_01266,CREMA-D,CREMA-D_065
clip_01267,CREMA-D,CREMA-D_071
clip_01269,TESS,TESS_001
clip_01270,CREMA-D,CREMA-D_027
clip_01272,CREMA-D,CREMA-D_036
clip_01274,CREMA-D,CREMA-D_062
clip_01275,CREMA-D,CREMA-D_019
clip_01276,CREMA-D,CREMA-D_039
clip_01277,CREMA-D,CREMA-D_063
clip_01279,CREMA-D,CREMA-D_013
clip_01281,TESS,TESS_001
clip_01282,CREMA-D,CREMA-D_052
clip_01283,CREMA-D,CREMA-D_045
clip_01286,CREMA-D,CREMA-D_017
clip_01287,CREMA-D,CREMA-D_051
clip_01288,CREMA-D,CREMA-D_003
clip_01289,CREMA-D,CREMA-D_025
clip_01290,CREMA-D,CREMA-D_032
clip_01291,TESS,TESS_000
clip_01292,TESS,TESS_000
clip_01293,RAVDESS,RAVDESS_008
clip_01294,CREMA-D,CREMA-D_065
clip_01295,CREMA-D,CREMA-D_060
clip_01296,TESS,TESS_001
clip_01297,TESS,TESS_000
clip_01298,TESS,TESS_000
clip_01299,CREMA-D,CREMA-D_009
clip_01300,TESS,TESS_000
clip_01301,RAVDESS,RAVDESS_002
clip_01302,CREMA-D,CREMA-D_008
clip_01303,CREMA-D,CREMA-D_032
clip_01304,RAVDESS,RAVDESS_018
clip_01305,CREMA-D,CREMA-D_051
clip_01306,CREMA-D,CREMA-D_034
clip_01307,TESS,TESS_001
clip_01309,CREMA-D,CREMA-D_055
clip_01310,CREMA-D,CREMA-D_005
clip_01311,CREMA-D,CREMA-D_031
clip_01312,TESS,TESS_000
clip_01313,CREMA-D,CREMA-D_036
clip_01314,CREMA-D,CREMA-D_002
clip_01315,RAVDESS,RAVDESS_006
clip_01316,CREMA-D,CREMA-D_032
clip_01318,CREMA-D,CREMA-D_025
clip_01319,TESS,TESS_000
clip_01320,CREMA-D,CREMA-D_012
clip_01321,CREMA-D,CREMA-D_004
clip_01322,TESS,TESS_001
clip_01323,TESS,TESS_000
clip_01324,TESS,TESS_001
clip_01325,TESS,TESS_001
clip_01326,TESS,TESS_001
clip_01327,TESS,TESS_000
clip_01328,RAVDESS,RAVDESS_011
clip_01329,RAVDESS,RAVDESS_007
clip_01330,CREMA-D,CREMA-D_008
clip_01331,TESS,TESS_000
clip_01332,CREMA-D,CREMA-D_032
clip_01333,RAVDESS,RAVDESS_009
clip_01334,CREMA-D,CREMA-D_012
clip_01335,CREMA-D,CREMA-D_017
clip_01336,CREMA-D,CREMA-D_011
clip_01337,CREMA-D,CREMA-D_069
clip_01338,RAVDESS,RAVDESS_006
clip_01339,CREMA-D,CREMA-D_021
clip_01340,CREMA-D,CREMA-D_063
clip_01341,CREMA-D,CREMA-D_031
clip_01343,TESS,TESS_001
clip_01344,CREMA-D,CREMA-D_068
clip_01345,CREMA-D,CREMA-D_007
clip_01346,UNKNOWN,UNKNOWN_pool
clip_01348,CREMA-D,CREMA-D_027
clip_01350,RAVDESS,RAVDESS_010
clip_01352,CREMA-D,CREMA-D_019
clip_01353,CREMA-D,CREMA-D_031
clip_01354,UNKNOWN,UNKNOWN_pool
clip_01356,CREMA-D,CREMA-D_053
clip_01358,TESS,TESS_001
clip_01359,TESS,TESS_000
clip_01360,TESS,TESS_001
clip_01362,CREMA-D,CREMA-D_046
clip_01363,TESS,TESS_001
clip_01364,CREMA-D,CREMA-D_019
clip_01365,CREMA-D,CREMA-D_014
clip_01366,UNKNOWN,UNKNOWN_pool
clip_01367,CREMA-D,CREMA-D_016
clip_01368,CREMA-D,CREMA-D_035
clip_01369,CREMA-D,CREMA-D_027
clip_01370,TESS,TESS_001
clip_01371,CREMA-D,CREMA-D_054
clip_01373,CREMA-D,CREMA-D_033
clip_01374,TESS,TESS_000
clip_01375,TESS,TESS_000
clip_01376,CREMA-D,CREMA-D_003
clip_01377,CREMA-D,CREMA-D_060
clip_01378,CREMA-D,CREMA-D_037
clip_01379,CREMA-D,CREMA-D_052
clip_01380,CREMA-D,CREMA-D_043
clip_01381,CREMA-D,CREMA-D_043
clip_01382,TESS,TESS_000
clip_01383,CREMA-D,CREMA-D_049
clip_01384,CREMA-D,CREMA-D_001
clip_01385,RAVDESS,RAVDESS_004
clip_01386,TESS,TESS_001
clip_01387,CREMA-D,CREMA-D_001
clip_01389,RAVDESS,RAVDESS_000
clip_01390,TESS,TESS_001
clip_01392,TESS,TESS_000
clip_01394,CREMA-D,CREMA-D_051
clip_01395,TESS,TESS_000
clip_01396,CREMA-D,CREMA-D_055
clip_01397,CREMA-D,CREMA-D_063
clip_01399,CREMA-D,CREMA-D_015
clip_01400,TESS,TESS_001
clip_01401,CREMA-D,CREMA-D_024
clip_01402,CREMA-D,CREMA-D_021
clip_01403,RAVDESS,RAVDESS_007
clip_01404,UNKNOWN,UNKNOWN_pool
clip_01405,TESS,TESS_001
clip_01406,CREMA-D,CREMA-D_025
clip_01408,CREMA-D,CREMA-D_071
clip_01409,CREMA-D,CREMA-D_003
clip_01411,TESS,TESS_001
clip_01412,TESS,TESS_000
clip_01413,RAVDESS,RAVDESS_014
clip_01414,RAVDESS,RAVDESS_010
clip_01415,CREMA-D,CREMA-D_045
clip_01416,CREMA-D,CREMA-D_056
clip_01418,CREMA-D,CREMA-D_066
clip_01419,TESS,TESS_001
clip_01420,CREMA-D,CREMA-D_033
clip_01421,CREMA-D,CREMA-D_033
clip_01422,TESS,TESS_001
clip_01423,CREMA-D,CREMA-D_052
clip_01424,CREMA-D,CREMA-D_033
clip_01425,CREMA-D,CREMA-D_058
clip_01427,CREMA-D,CREMA-D_012
clip_01428,CREMA-D,CREMA-D_033
clip_01429,CREMA-D,CREMA-D_029
clip_01430,CREMA-D,CREMA-D_048
clip_01431,CREMA-D,CREMA-D_064
clip_01432,CREMA-D,CREMA-D_008
clip_01433,CREMA-D,CREMA-D_029
clip_01434,CREMA-D,CREMA-D_057
clip_01435,TESS,TESS_001
clip_01436,CREMA-D,CREMA-D_012
clip_01437,TESS,TESS_001
clip_01439,CREMA-D,CREMA-D_043
clip_01440,CREMA-D,CREMA-D_060
clip_01442,CREMA-D,CREMA-D_018
clip_01443,TESS,TESS_000
clip_01444,CREMA-D,CREMA-D_041
clip_01445,TESS,TESS_001
clip_01446,CREMA-D,CREMA-D_020
clip_01447,CREMA-D,CREMA-D_034
clip_01449,CREMA-D,CREMA-D_018
clip_01450,RAVDESS,RAVDESS_009
clip_01451,CREMA-D,CREMA-D_000
clip_01452,TESS,TESS_000
clip_01454,CREMA-D,CREMA-D_038
clip_01455,CREMA-D,CREMA-D_069
clip_01456,CREMA-D,CREMA-D_066
clip_01457,CREMA-D,CREMA-D_067
clip_01459,CREMA-D,CREMA-D_037
clip_01460,CREMA-D,CREMA-D_069
clip_01461,TESS,TESS_000
clip_01462,RAVDESS,RAVDESS_006
clip_01463,CREMA-D,CREMA-D_007
clip_01466,TESS,TESS_000
clip_01467,CREMA-D,CREMA-D_063
clip_01470,TESS,TESS_001
clip_01471,CREMA-D,CREMA-D_056
clip_01472,TESS,TESS_000
clip_01474,CREMA-D,CREMA-D_059
clip_01475,CREMA-D,CREMA-D_049
clip_01476,CREMA-D,CREMA-D_063
clip_01477,TESS,TESS_001
clip_01478,TESS,TESS_000
clip_01479,CREMA-D,CREMA-D_066
clip_01480,CREMA-D,CREMA-D_029
clip_01481,CREMA-D,CREMA-D_000
clip_01482,CREMA-D,CREMA-D_019
clip_01483,CREMA-D,CREMA-D_064
clip_01484,CREMA-D,CREMA-D_009
clip_01485,RAVDESS,RAVDESS_016
clip_01486,CREMA-D,CREMA-D_010
clip_01487,CREMA-D,CREMA-D_020
clip_01489,TESS,TESS_001
clip_01490,TESS,TESS_001
clip_01491,CREMA-D,CREMA-D_059
clip_01493,CREMA-D,CREMA-D_013
clip_01496,CREMA-D,CREMA-D_002
clip_01497,TESS,TESS_001
clip_01499,RAVDESS,RAVDESS_001
clip_01501,CREMA-D,CREMA-D_033
clip_01502,CREMA-D,CREMA-D_010
clip_01503,TESS,TESS_000
clip_01504,TESS,TESS_000
clip_01505,CREMA-D,CREMA-D_032
clip_01506,CREMA-D,CREMA-D_060
clip_01507,CREMA-D,CREMA-D_026
clip_01508,CREMA-D,CREMA-D_071
clip_01509,RAVDESS,RAVDESS_006
clip_01511,CREMA-D,CREMA-D_040
clip_01512,CREMA-D,CREMA-D_058
clip_01513,RAVDESS,RAVDESS_005
clip_01514,TESS,TESS_001
clip_01515,TESS,TESS_000
clip_01516,RAVDESS,RAVDESS_016
clip_01518,CREMA-D,CREMA-D_045
clip_01519,TESS,TESS_001
clip_01520,TESS,TESS_000
clip_01521,RAVDESS,RAVDESS_006
clip_01522,RAVDESS,RAVDESS_003
clip_01523,CREMA-D,CREMA-D_059
clip_01524,TESS,TESS_001
clip_01525,CREMA-D,CREMA-D_062
clip_01526,CREMA-D,CREMA-D_005
clip_01527,CREMA-D,CREMA-D_060
clip_01528,CREMA-D,CREMA-D_023
clip_01529,CREMA-D,CREMA-D_026
clip_01530,CREMA-D,CREMA-D_037
clip_01531,TESS,TESS_001
clip_01532,CREMA-D,CREMA-D_020
clip_01533,CREMA-D,CREMA-D_011
clip_01534,RAVDESS,RAVDESS_012
clip_01535,RAVDESS,RAVDESS_014
clip_01536,CREMA-D,CREMA-D_044
clip_01537,CREMA-D,CREMA-D_005
clip_01538,CREMA-D,CREMA-D_006
clip_01539,RAVDESS,RAVDESS_019
clip_01540,RAVDESS,RAVDESS_008
clip_01541,CREMA-D,CREMA-D_066
clip_01542,RAVDESS,RAVDESS_010
clip_01543,CREMA-D,CREMA-D_044
clip_01545,CREMA-D,CREMA-D_006
clip_01546,CREMA-D,CREMA-D_033
clip_01547,TESS,TESS_001
clip_01549,CREMA-D,CREMA-D_001
clip_01551,CREMA-D,CREMA-D_001
clip_01552,CREMA-D,CREMA-D_011
clip_01553,TESS,TESS_000
clip_01555,CREMA-D,CREMA-D_027
clip_01556,TESS,TESS_001
clip_01558,CREMA-D,CREMA-D_026
clip_01559,CREMA-D,CREMA-D_003
clip_01560,CREMA-D,CREMA-D_058
clip_01562,CREMA-D,CREMA-D_031
clip_01563,CREMA-D,CREMA-D_038
clip_01564,CREMA-D,CREMA-D_021
clip_01565,CREMA-D,CREMA-D_004
clip_01566,CREMA-D,CREMA-D_033
clip_01567,CREMA-D,CREMA-D_011
clip_01568,CREMA-D,CREMA-D_008
clip_01569,CREMA-D,CREMA-D_052
clip_01570,CREMA-D,CREMA-D_010
clip_01571,CREMA-D,CREMA-D_030
clip_01572,CREMA-D,CREMA-D_046
clip_01573,CREMA-D,CREMA-D_037
